scope,flag_type,river,year,date,flux_id,value,threshold,notes
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-04,4496208.013441373,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-05,4499490.914114062,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-06,4403446.321189506,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-07,4269310.692448958,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-08,3908377.442378465,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-09,3544316.809391659,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-10,3141665.7692890204,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-11,2846103.2202911195,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-12,2339296.5188361625,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-13,2043703.4815927956,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2004,2004-10-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2004-10-14,1813689.685279576,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-05-27,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-05-27,1984729.544190337,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-05-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-05-28,2663421.9724527877,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-05-29,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-05-29,3412653.6530468864,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-05-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-05-30,4331443.001819187,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-05-31,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-05-31,5771827.201972758,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-01,7670740.712727967,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-02,9343906.9156159,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-03,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-03,9800745.100318247,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-04,9946902.375848599,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-05,10194873.059579572,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-06,9622144.349094829,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-07,9260004.214223973,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-08,8505345.86565357,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-09,7961654.064435384,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-10,7428046.046087728,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-11,6650546.269370046,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-12,6040930.473880147,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-13,5222406.16105279,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-14,4876516.933793107,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-15,4348406.121813034,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-16,4053823.1200544145,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-17,3765471.53508934,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-18,3671195.428245524,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-19,3602484.8784107915,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-20,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-20,3445945.349444102,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-21,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-21,3419353.971437786,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-22,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-22,3770029.5646012076,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-23,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-23,4296764.395284953,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-24,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-24,4671876.13380846,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-25,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-25,4730458.634175416,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-26,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-26,4564790.176847653,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-27,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-27,4730490.228434383,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-28,4871092.755746178,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-29,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-29,4928510.902334565,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-06-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-06-30,4592158.150669814,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-01,4175262.8144033183,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-02,4130205.1676338776,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-03,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-03,4077821.837143323,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-04,4073009.1357039856,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-05,3858839.778614169,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-06,3770787.81186062,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-07,3729548.628002925,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-08,3666170.424106656,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-09,3543692.9044061424,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-10,3423101.7943855664,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-11,3260504.1446340946,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-12,3129695.7732441127,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-13,2510575.5246106973,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-14,2630280.0437847967,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-15,2407227.5461018877,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-16,2256444.4733322677,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-17,2135146.275329813,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-18,2035675.2376793574,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-19,2222868.3875957406,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-20,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-20,2306406.3495721603,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-21,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-21,2430120.8853928335,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-22,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-22,2461246.1800588854,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-23,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-23,2327612.6087114187,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-24,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-24,2228935.615271876,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-25,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-25,2093761.5867837057,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-26,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-26,2011665.0356148344,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-27,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-27,2018492.4558744312,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-28,2132710.0433477215,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-29,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-29,2203312.932125938,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-30,2191579.9730002005,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-07-31,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-07-31,2004860.252008866,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-01,1883906.107612143,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-02,1886513.463563784,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-03,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-03,1877270.6775255704,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-04,1935277.8988268373,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-05,2018333.10590349,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-06,2201750.2777258847,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-07,2381919.734217696,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-08,2674898.5530283595,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-09,2815988.3677459583,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-10,2925582.8796750936,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-11,3022955.6462475704,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-12,3168086.862050196,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-13,3193686.971010696,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-14,3000125.643801275,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-15,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-15,2803620.5613331203,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-16,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-16,2954805.2513485188,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-17,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-17,3121212.781493336,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-18,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-18,3303257.8784862114,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-19,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-19,3624160.0339391087,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-20,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-20,3888751.838004438,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-21,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-21,4129400.01094193,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-22,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-22,4281295.131059134,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-23,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-23,4321254.719725055,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-24,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-24,4298226.999507845,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-25,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-25,4261842.996034356,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-26,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-26,4318140.078215893,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-27,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-27,4425109.6064510625,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-28,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-28,4504793.918017399,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-29,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-29,4471097.695998937,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-30,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-30,4367038.521873993,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-08-31,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-08-31,4250011.427979628,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-01,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-01,4211755.410751576,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-02,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-02,4153113.6660306333,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-03,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-03,4053161.6770897876,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-04,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-04,3849822.9509831434,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-05,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-05,3566731.847314216,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-06,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-06,3376108.8403976294,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-07,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-07,3241578.5168371783,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-08,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-08,3108488.8023772165,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-09,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-09,2963602.0087491926,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-10,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-10,2800728.7723698565,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-11,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-11,2672268.3975307075,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-12,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-12,2596716.824868228,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-13,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-13,2554006.425088081,1799283.6853553497,Threshold is five times the river median daily flux.
daily,daily_flux_extremely_high_relative_to_river_distribution,Kolyma,2005,2005-09-14,flux_production_candidate_r4_river_specific_q_and_season_linear_Kolyma_2005-09-14,2634495.812747986,1799283.6853553497,Threshold is five times the river median daily flux.
